Wallet,Amount
0x2269a36bedf398d7c01bba2587dc6f627fa9b445,19811.78
0x2294476a8b4d6c5b7f87c3a1e6c823f6117c45c2,9905.89
0x2296c6f156c5ef09683e0ee2784c532b5a579038,9905.89
0x22b3e22399d55315993fe8583f62dee012a7629b,338194.89
0x22fffc6a81f53fae8acaa2d0688a7d97316c4d45,29717.68
0x23079a3dd8acf2f1c174ab3e2a450aa097ee1f4d,19811.78
0x230d5c6cc6c949da5cc9019d8d9db89b01c45537,9905.89
0x232fe3a7c0b29a2d143ff73a5e75a2514e625cca,9905.89
0x2367ec6a275e53697790c57b392f9a268174340a,267906.28
0x23851fdb41ae805bc26ecbe2fe06cfa08e4fead9,29717.68
0x23908d09938244d70a1dd25f11000e917365a441,9905.89
0x239a6793411ec9ffecf9ce796111716b814fea3d,9905.89
0x23a650462c3502a03e58192c9253437705140f8b,29717.68
0x23c3142aed3688b3a15ae2fadf236c80fb863139,9905.89
0x23de1a958f542b248bb54e2f8e3d0d27a62dea91,9905.89
0x23de5ef19cbda69aa455b7672f917d795dda7888,9905.89
0x23f4c10b4a60b8e8cd139a7636ffe8211494209a,9905.89
0x24179a4c7d70c1045d05cfe5dd97164ce6d26749,9905.89
0x2426a88410cc00428aa03439d262360ee7263645,583417.99
0x243967d5f76ac4c576cb0f02aabd1b8c4178ec3a,9905.89
0x243adc2510b1bb7521506e196b39a786f404ad7a,9905.89
0x24534869e2ef8d1a424f8fcb64e8768279d59dc2,9905.89
0x24635c2336618587162c0b0b5dc82ed70d3706a7,9905.89
0x248436a2a0db5e8cfaed6f2a4aab0f576b38f4c0,9905.89
0x2496a9a4fe8cfb23a4d503c2248178521908cc45,9905.89
0x24b104c6ad21aaf4df0d0631ba93bb953652e0e9,9905.89
0x24b6e47c006ad7b58f4cd89d6795b979577d6d19,9905.89
0x24bed78cd14f01dffa294b1af2992dc9e484f436,9905.89
0x24c0237137fc534ef1ba8e58a1f0658e733f9f40,629594.72
0x24d6a08074821aa01d47b1b56b4a75016953e556,19811.78
0x24e6e6699315aa4f5ef54daed5c2fe32bc7b4c97,9905.89
0x250103c32239dad3f31d121d75da22353c6ff429,19811.78
0x250302de8c3a0443dffc8e25f5d5d276ff5cde7f,9905.89
0x252ad4c147630634170971fe0bee72feaf7dfcb3,220070.38
0x252ff2dca30f0f92d4260509957e2549d08d7dca,9905.89
0x2574510f644b91e20ba15d027ec0519a5706458e,39623.57
0x258123c5c456a2fe33ab1c5324fca6a436e375a7,29717.68
0x25954b95ea02df586e07688de9543eea5bae31d7,9905.89
0x25b198b9740abdcc2be0acec3e2accf92c7b21f4,9905.89
0x25bd131a4e3d23cd4c465f46b62a4e080ca7f131,9905.89
0x25caefab70475f9d667e892276f868ebe3c74137,19811.78
0x25f4b3629b61bcc5ebca828be8ccffa9d8aff185,9905.89
0x25f76411cd828644c16fe7d4076606143ca56764,9905.89
0x2601d5f6c34cc1bebc9d1e060ba48ea4bf4cf38a,59435.36
0x261097fc862d251debe0425b9b806c7b5a0046d9,9905.89
0x2670564fba3ab966da74b08abecb84eae6ecaab3,9905.89
0x268b7d7ea6fed1864cb632c02a4727abb972663c,9905.89
0x269502e7ee2ba8269f019b50985a2a290e32362b,9905.89
0x269b6ca4d3b191c10c015d64649351a808c01b91,964570.5
0x26a6f7f767aa8b3055e5d023be23d3bf7242f4f6,9905.89
0x26c146c80eed92ed1aa88422c4475f7085dc5645,9905.89
0x26eede2f70a419829e6aa77c44a5f385daab78ab,479929.01
0x2708e701dc88b2504210ffeb34f34a3216f33392,29717.68
0x272209e695b92fe1803b0cae0e4d5ecfcf16262e,9905.89
0x272a5f6f4265114ca338b4b4763fe381d2bdb940,9905.89
0x272ce9cf8f219a35501985bff7662a591a5d701e,9905.89
0x2758b31c399baff893c085f2b2ba2bdd8772bb99,9905.89
0x27868b1e7416f726077da16663378eedca5ac1ec,9905.89
0x27960fb12f724a17e61666323558bdac6dd0a6ac,9905.89
0x27c5deca8324cc6e9332db95defa1a951f29452a,9905.89
0x27cb9a28db1dc79faeafa35b48ad54173972db5d,79247.15
0x27ea3e71016814c40bcf84d3a3353248e5a678db,9905.89
0x27f0d8cced5f180a330ead4cd11d4acb1e42fcea,9905.89
0x27fbfa1de8040a9dfb0341311991f2414c9fdee5,9905.89
0x281e3622edfaa95de273fc79ffbaaa940fd90867,9905.89
0x2820930e1f7bbf5af46602b37941ee51a31e6cd9,9905.89
0x282208e448c7195d265b281280dd50abd15178fa,9905.89
0x2823d6e92f9eb283201673aa5a97ec559b5c157c,29717.68
0x284ea33815f02bfa3dbaa453ad93f646bc2191b6,9905.89
0x286461af36a1a6e500d31919e420c35ba8087e26,9905.89
0x2885f8388861883067697da77c5a229747e7fe97,9905.89
0x28960075c2aa52aa27625c3c292a40ed09ada6fa,9905.89
0x28a69abc5e8062500515b0930724e10e81ec8c22,400685.28
0x28d9e3ab1e1aaac8b31dc53d485b535d92ea6888,9905.89
0x28e5d92148aa12b0fccd268ff643be86bbb5265e,79247.15
0x29054a31e377c67bd99ea1285555805c162ded29,108964.83
0x29131346d2f60595b27a3dad68a0ae8f82b99aa4,9905.89
0x291b1773c4ead9c864c4d66b4feed1e9cad83658,19811.78
0x295600cb0208b01cbd5b155fe5468d80066d1015,9905.89
0x2996b35c9fc9c0fca14548c8bc2332365e480408,9905.89
0x29a12e1967489123683b9a113da9feb76ea91a18,9905.89
0x29a54997b1e236e169a2df7a0d70ab0eaf5bd5ec,19811.78
0x29aa9dc4cb388562f0d3d330460bfc231a80f239,9905.89
0x29abaa93537a59abb2e3502bf096640b99f8f50c,9905.89
0x29b64cd1fbc8b3fdd585a47f454723d09c09398a,9905.89
0x29b7b64303adf7f2d09451d350f005384397a316,263276.6
0x29c69e22e72d496b1200e559c83e90b87e3556cf,9905.89
0x29da5ea20e80600ef90a8f206f45d4abc8c52b9b,9905.89
0x29dff6fa81f81e68a2237113fe8441954a54e2ea,19811.78
0x29e300d415bbe5475b7c516fd0c0661334920810,19811.78
0x29f759aba1afef7b9df38a2725ac9c235ccf6847,29717.68
0x2a0252b5a2b4632d59bd55158b7c565858820032,39623.57
0x2a11b28197a29660549ade947a66a32fc5e9f9c3,158494.3
0x2a2450aa9b19c4f26c04790524aeb3cd21e96645,9905.89
0x2a3e4b8363c409c8304b378953f1a391275b10c0,9905.89
0x2a9446f896b81567116ba3f0f5615ea3c8c1c74a,9905.89
0x2ab7219416b001bad61b20e74999be2370e31d5a,9905.89
0x2abae90f0992a96079732bcc44118c8cda7deb64,9905.89
0x2ae8047678051c294b6d08bacd6296c272abb0a3,9905.89
0x2aea46ce8ed58911a00c212860c02f6086904bc5,267459.13
0x2aee1a449ff18a0be87422dfc9fc09359cbe47f2,180388.66
0x2af316121d007c278c110b1fdfe3c5419e6c475a,9905.89
0x2b0b5ae725da23154ab29b86a7432e5cbcddb63a,9905.89
0x2b24621dd61f785e25770e2f416ddf58841372e5,19811.78
0x2b2985b5c3047df858f4b77795a88ec9349d4d64,9905.89
0x2b2b18a85e39c263e35aed845654d84f939d4192,9905.89
0x2b3a0b7a38982988f94703fb864a7dd2ce0de731,321438.12
0x2b73fa8508f56369b6678d44d65da76927e7da8b,39623.57
0x2ba99924e4465748e34dfdbb91941f537b46058e,39623.57
0x2bc763e693b5caa808e3b89f1e28c645190658e4,19811.78
0x2beb48033372d1bcc3eb1a268a9ee4e8eaf9254c,9905.89
0x2bf14479ea1a36600f699d02fa8faa70f1fe2728,9905.89
0x2c04559d07ac1f61cd17ffdbadc8988a1c2e544a,9905.89
0x2c0bd965de00a507f4625ceb43c36adce38a9739,29717.68
0x2c0dfa7c96673ea2eee1744db93f81b09ceec4c5,19811.78
0x2c1cb4e7a1847fbfd64840ea2859ecd359e4800e,29717.68
0x2c2013aea97886811e6ff6786cc27748d9793695,259433.64
0x2c32c4ab067a364b1131c83f424a8ab96eb472f8,351155.81000000006
0x2c55f2b1b5a0b7df6126f1ac3632bed912faec82,9905.89
0x2c59900b9442b7a865f93219c04f553a0d7bd003,151066.04
0x2c6c4d9e3ca81ee64002aa18d2a20e15113b2da5,9905.89
0x2c9020b718513060dbb4125642191dea728d2277,9905.89
0x2cbae16f9237757bc18c89f04e80ba9ba36d2dfd,19811.78
0x2cd46bae54cbc59ec6f0baa562e5813dfc1af690,9905.89
0x2cd8bc0ccf5b99c63c0f24f25001da32c9208b2b,9905.89
0x2ce322dbdb63d0d5e7f0f07fb4597585d6991756,9905.89
0x2cee7497056d40ea957cee9b64ddf735bb554ef5,9905.89
0x2cf41f874f4b60d8792ae16e5e343ede2f574353,29717.68
0x2cf96fd5ac2a92c8be20e6d00e97f8b039789e48,9905.89
0x2d19eb511f34778073a487c87902ee631c59bbc1,118870.72
0x2d36295f9fa58bc9e6be7e7d691e758773c4dfb5,19811.78
0x2d75e425789af735081f6db184f0148349abac0b,128776.62
0x2da20c06d603cccab7cc8ba732cd1bb9583084d8,9905.89
0x2db5c7cd92b6d34e2ba8297048428d632990f136,9905.89
0x2dba976150079f2461cb5745f85f4cf1a4b61042,19811.78
0x2dbc54d6993a1db9be6431292036641ec73e8c70,168400.19
0x2ed7cc0236ba832d7dfb190e9bced27de1a034f2,9905.89
0x2ee42248515e55119aa0cc695b575451a77ce0f8,297176.82
0x2f05510f825ff6344b8bbb149c6bd12bdd57cdbe,19811.78
0x2f4600ef110384f548c2a9203d312cdad3629342,29717.68
0x2fcea40658c6f3494d8a2163479e743897ae8437,99058.94
0x2fe5eba820d922e22bdee68225f508583e0e7c88,9905.89
0x2ff07a4a0567f5509c1971774cf9b187bbf6063f,19811.78
0x3081f5f819cdd54bcd568800263d87311ae661d0,19811.78
0x3082c1e9bc764b7fab74415e70e595faceddd16f,49529.47
0x309253bcfd170841a4a5399f80baa7852496f7d5,19811.78
0x309c628813430af86caad34cf04538dfa5f35638,9905.89
0x30af7d27a80cb5989a92aa91aef328faa8c93a6c,39623.57
0x30d8277f61c6c04c599bce5b05face06cdb63268,9905.89
0x3113194dfbe3bf10fe5069b7eada689a4ebd8688,39623.57
0x312586476520613e03aab4229b27dd869328bfa7,29717.68
0x3131d9e8d4d1c56eb3fcd68c84b11aa6a627725f,9905.89
0x314008370bc17c4627d760e4c1500ff207f67d5f,9905.89
0x316735ef0ebd69497bfb56e33e7b3371faffcb43,9905.89
0x3173c933296e297c6e307ee7d00ad8303a28d573,9905.89
0x318081eb0e0f15d0d2ac9772d07f7682d1f5289a,9905.89
0x31989ed5a053f3a9dccd4c559d19b01fd52c0e42,19811.78
0x31b42e98b165598f029548cf44432a8978a37c35,9905.89
0x31eebd14bda8b42be2966b25d5890d5fe669f5d9,9905.89
0x31fc372047bacfe75175998f5affdd3178d5b0d9,9905.89
0x3216dcccb7f42db311643c80ab69722d0882b65f,9905.89
0x32445561d15ac3ee95699ce7bb2f23db607c47c2,9905.89
0x325c08a558ff02f244f31ba1e87bf3c1b1c08f45,9905.89
0x326b8dd1ea5cab012d160067b07958817b39ef5e,9905.89
0x327587f4a8aa517dbc59c0e54fc90e96fcb2c796,9905.89
0x32815ae4dc3ed5b36109badea8fd3e6cbed03d91,9905.89
0x328a8f9ba590cdb9f3d50821eb01f5121d785097,9905.89
0x32975965f6951e63dd28a64034549b585bf43773,9905.89
0x32a72a296db52fb363ce500a94f80fc93ba0f9d0,9905.89
0x32ab8a9a13825861ddaa3872cdc4f100bc7210e7,138682.51
0x32b47fed6ae574179bd5c6fdce7505d38f48ec32,9905.89
0x32c316f52db6e6120da60b54ef008b3c03f7b3e4,9905.89
0x32c8c81d8b096857376d66b3894a4cf4d8c4188e,9905.89
0x32e70dc520b1f3f55bb9bba2f640ce5a6a492c61,9905.89
0x32f51acc0b4d38a20ceae5349136c8985badc943,39623.57
0x32fec0846f024b742cf2b4f6473ae2305214a124,29717.68
0x330232ec8bae141cba1116bd49e6bc6c191520b5,9905.89
0x3333ae2c9d62289e8591da64655e0894193b7886,9905.89
0x3337e600e3b8979c76614f5cf5974de47422b028,9905.89
0x333f649d72350810c63573a52cdc4ed8d72f6ddb,9905.89
0x3340aedc858026898dd6393fd6bd7331c215c586,9905.89
0x337ddd7c05086cece8603c3a41e3a7d5544bd622,9905.89
0x33bfb353d7be129c0a542e73cc70fd8f1c376f29,9905.89
0x33c37ff641403f9fd57999326f4be951813e7e04,9905.89
0x33d24eeeccaf9681c5754b4a20d03ba474655aa1,9905.89
0x3405a9044fd5c4d50bcd38f7eefa3a3707905a87,19811.78
0x340a12c9adcde2f24ba064e5788c971dcda69a25,380873.49
0x341dc87aea980a54b3b28ef952f2a0bf9685f66a,594883.86
0x3440bb001b5012e25d0ddc7c326a4ba5d64abd73,19811.78
0x344ad6781370af1d1a21a81b1016ce278bb24ea9,19811.78
0x344e86d3b38279a353fd4b5de47f10aa972961e0,9905.89
0x34605e45e8de872f3404c4e210a28a0280de5c53,9905.89
0x349baba9d47454b1d9999cd623b46336164c13c0,410591.17000000004
0x34ab707d42717043a72afc54dff1dddb1833cb0b,9905.89
0x34c01f2cafa31acb13e3eb6a64e9d91391043900,9905.89
0x34ca7b7a1d47b09223300ebbb536c9776c44f5d0,9905.89
0x34ccc716fa3f6c667dae0e6d9b1e0a9418873b8a,148588.41
0x34dccfbf48b5f56e4b765d4f151fad0ccbb29b84,9905.89
0x34ee690b2a51c9142b6181091e03587853f85f51,19811.78
0x34fdb1048128d0707f39e8cbe64d568d13c2b986,19811.78
0x350b824eb3fca6a76570221bc8337b01e3e9d795,29717.68
0x350fb2e0521df8e62c667bbb3f500d07b1a764b3,318383.1
0x35201d0bcfcd5fff8e168df2566f0dc2db09f380,9905.89
0x35273851acbd29ec6e83a3660e312f525a6b5e9a,39623.57
0x3538127a39e77729009cbe0d0e60213d70026f5a,9905.89
0x3538c85edf9ebc0c8b2ca837c4db391b8002f454,19811.78
0x3545f377e44d0423e14b16d46aab0add39f91e69,19811.78
0x355062b5d0e324815290b96370e87607a71d613d,49529.47
0x3555e976c61991a653285cd1736120c9ed18530b,9905.89
0x356b020c288fb8b5d15b302844e3d148401e067c,9905.89
0x3575f985761981842e2bd9bcc724c2ba07251548,19811.78
0x35898d49fd0ec13accb40bc6f4e3f57686894faa,19811.78
0x35ba0d52d05f3785a16197f48ac6f6273ab8ba60,59435.36
0x35da9176fc951ced322632864eeebcbc88abdb62,9905.89
0x35e3a5f9a59a441f5b87416ed68eb99753e59171,19811.78
0x35f49ca124c517e4ae7c8c668ef8a092a8f7bdd6,9905.89
0x360b07a7b2b37132831a0ef5a9fcc4a46b94feb4,19811.78
0x3612a76b47d35629aa85b1cca937002adf0b42d6,9905.89
0x363108615c487a4eff3a8a66502558ef30137173,9905.89
0x3635d79881d94dc119daa95c02ef659ba6a8cab7,400685.28
0x364ae24b97637b470dc7493c08555bb8ed635991,9905.89
0x36574d48552db4850a0f2c7570878f4fc80e8cb0,9905.89
0x3662ce2a8281b5edf27674bdd1d793ba78c254d8,39623.57
0x36653f5bafc1af07d35705fcbfeb439ba93e1380,9905.89
0x36e36ca99218d21b444b5068dc6ed0c907119651,69341.25
0x36ef07ab0b3607b5f57448a07828ebbd08170767,9905.89
0x36f491c23a0aea1448d0707065ac4a2f0819b557,19811.78
0x36fa7fd10bb36b87a9a205f565483375c403944a,803581.7
0x370efbe4e4dd7361d7ebcdb8e80aff2bd426425e,9905.89
0x374bfd4d9d4272debcf057f4be8d56ea938dc4ba,9905.89
0x375ca45dedfdeecf059581c24a131f33867bfa4b,9905.89
0x375ea8e1cd49d30331c1556d4ac5d0ff417d58a0,9905.89
0x376333bebc34be7efbd7c68e32a70ea9de4d3e7c,108964.83
0x376fe69bbdd59eae6ae7d7a7d64424a8dcd7805d,9905.89
0x3789f3282dd7be2ae9e69e2198960d26689c065b,29717.68
0x378f7ade12d33a12aa0bce82ee1131812723c37d,9905.89
0x37a2a86fbb4087d3383f7b2ef6c04ffdd727c2a9,9905.89
0x37f7ff1864f5d5cba2b63592656049f2d7d06fb4,79247.15
0x38021d41112401bcdd317ce01a4a9dbd1c94df32,9905.89
0x3811866a85b0e42b437b36bb4fd2f05e4c3b16f8,525012.38
0x3812032a2ccd8ff253ad2fd6902c01f5c639a0c1,301626.34
0x38173dac58a7066b81fa69260a8fb5346bfd270d,9905.89
0x3829fb760f23d54f0e4205ee1bacb5879a1e8b20,69341.25
0x3834a52463f69853075346a3ad338d361c3f1255,19811.78
0x383a42f0e9251ddf921d13ab8e728fc2f1cc2c3c,464803.1
0x385ac5e8b18aa1e807dcaf5866f7dccd929131a2,9905.89
0x389b1930726972734b576965cd305877840cc33c,39623.57
0x38bbe79305f908dd87a4417347ffe5c4a0ea0ec9,9905.89
0x38e4f745d85077976aab2b7d0c3da101024165b8,19811.78
0x38f8b2ac82773573eb5e9151870361563ae166a7,9905.89
0x391985fdf0f28de092027d52763621221684cadf,315936.36
0x392e1272cb9c1f691e6fdda7194ce4922b0fdd23,29717.68
0x39359275d28f7eedd65793f240e7ee20e650d43a,9905.89
0x3985872dc35306b774011fef5c8b7a1c544247a7,19811.78
0x39eff0abd72894cd990c0bb8d70771f5bf219e36,9905.89
0x39f2c6493b00514abeb237724c7f06f071659cfd,19811.78
0x39ff305983289f7f8d9604e805a85f797d6435a8,29717.68
0x3a041efb62c22eb67fc94424ab97f63e4b02971e,9905.89
0x3a37d20d1f214d3d44030f7cd4ee762e3bfd4a5e,400685.28
0x3a550ca4a7dd00cd62fad8f7919ee17a944acd33,9905.89
0x3a5b0331b98f9265b4e17188cceaaa497b5151c0,9905.89
0x3a6bcd42fa555c72288b058f6c1cec3d95cdf684,9905.89
0x3a9ec0f271c7c0371bc3d11ecef32c6b6dd5ea83,9905.89
0x3ab62bafacbb8030cca852924b41ad3af7919a41,9905.89
0x3b143a246d693454d087f8d2d079a4abe135c5db,237741.45
0x3b2feade3f6e26005b760079750b6313ad2d362e,9905.89
0x3b31e83535dab2c9cc9cf7185d54ab8d6f1f1613,29717.68
0x3b3d05ac4f5fcdd13545ee35087be1d5f4ae944f,9905.89
0x3b4177ceafd5d8af7b3cb21a5b8b94a7a9905ffe,9905.89
0x3b7b6928c676053ffefd7b2698b83636b99d1860,9905.89
0x3ba418ea06a54a39442fcfcf867eee01a782e79e,49529.47
0x3bc94735148faca654303ad25772ec5180fd6518,9905.89
0x3bd619d27b33debb2ad5639de47d9af1aa57fa68,9905.89
0x3bf0b46e8a089eb5ddd19b4634e2457d3c2d26e8,9905.89
0x3c0ba6b355ab884f740027ab39e9f8ad4560e41a,49529.47
0x3c31a2a97d35f1fd75ad9270ff809e2c6b3c52da,489048.2
0x3c503b4bbcb1f01615f170f69073ed865f9cc84a,9905.89
0x3c5de42f02debbaa235f7a28e4b992362ffee0b6,481802.94999999995
0x3c63d1035793caedc9209bd60844cdf9ecc67a0f,9905.89
0x3c6c558271f9016b3c39bc4ce7932f9b856c2d62,19811.78
0x3ca8e884ff2a0fd6b5f7d2860a187dc37fa91474,9905.89
0x3ca9e32c8500dd200eb272cb98b23fa058500cae,332673.97
0x3cbbe7b328f2df083d98d679c41800d508f85958,9905.89
0x3cca8f57d535afa7de22c07ad210ff9801926299,9905.89
0x3cd6e8cea840ff70f865b2b0c5bf913e72958ff8,29717.68
0x3ce90ec9d30fa1c5ad0c0f5b3ab282b727c757b1,389104.93
0x3cf21235c193ddc86997f1488df47eee7834cae3,19811.78
0x3d0433f8f7d99016927aed22fd7c9ebf89ce1936,9905.89
0x3d0e949553f8670931c7be82396b85ca1485b054,9905.89
0x3d0ec8f2711a49346347fd690c3118467f470141,9905.89
0x3d1f11373e6e19faea64ccd73c83b1064b737397,19811.78
0x3d4478d91e51514664c49cfbaaf854b80e286f89,688666.53
0x3d59996c50264672f9ce48e0c8d0f2fdd6618293,9905.89
0x3d6afe2a180728bd3c073b6c410156cb3a9230dc,29717.68
0x3d6b020936313d6d107182edac67d002dde16960,9905.89
0x3d842130b194169cbb40b4a2d5544c35f9399d3d,9905.89
0x3d9c4678940c39019664025cc778d5aa7fc7f431,19811.78
0x3d9dcc26562843aa186efbabf8003373ca84a3c0,9905.89
0x3dd91c04f0719b8f88a6a2b7683edf85d6b6beda,9905.89
0x3df1aef6e81661a62a2e6b6faed912389da1f462,9905.89
0x3e1aa8440a5d12646046336331973e920cbe6610,9905.89
0x3e28b39ecc5063e3a5d13ea1070a94ab42fbe717,9905.89
0x3e2a56c41806fca7432fab83613afa9f40a4e822,19811.78
0x3e32d3bb8cb76db7bffef28f94201f5e17f4964b,19811.78
0x3e486ec07a997d51c78d74c76d6f4b74ec1c2018,9905.89
0x3e6366802a9c8656aa390aced8f8013a37e79709,9905.89
0x3e73b5bc727626e37cdcbd15284ef02faeca8bb6,9905.89
0x3e7d51ec20a6ddf6215bc33caa00982e791b1d12,9905.89
0x3e7ef2eb181b0f1b493a71daeb550c6a5dfcc64a,9905.89
0x3e9c538e97c176eacd5724b0366aeb23a80d5f53,29717.68
0x3f10610d9d1ba7e8f26030eb85c8cd102948518c,9905.89
0x3f1eec07438d8266dd5198e5a3501a7d0a6156f4,9905.89
0x3f230a02f3e28f9ae50a608efd3ed495ed702094,29717.68
0x3f3f57740f5765cbd72f30bf99e5dfce7d8a31d0,19811.78
0x3f4d751d1f25c4ee099ace45a49e0c628ee9290a,19811.78
0x3f702c7e0b1fb690d6aa283d50705cd60acac564,9905.89
0x3fc0672d46ccaf0f8d485500ec049de17d7bf876,9905.89
0x3fcd27ab15f41d1e54c3498a6b2f508e60701149,9905.89
0x3fd2f3438129c62b6161ea5be660fd8b6b39444c,9905.89
0x3fdd0cc4a118700d3017a871dbb56b544bcde11f,9905.89
0x3ff3af3a898b297f64975011e3327760b7733032,9905.89
0x40058843432476e28c8467110cc99817ea0e19ff,9905.89
0x4019b82c630827d2e695ef4582061edb6485241b,9905.89
0x402696c6f37398d9335590a9ad43bf34607e9843,9905.89
0x4028ed19553029d7c819bb2949300ac255a4a023,29717.68
0x4034a8918d9360132e39ad837d97a49b71770927,2522972.17
0x405aa7ec468c6a8fd1e3cd39f7845cad0a6f519a,227835.56
0x405d0e4dfd584c2631c093908f332d53e5ea8b6d,9905.89
0x405f4f55fdbfaf02786e8c2fcd5e193ec1acb5de,19811.78
0x4068a6a9a09ddd795844af5dff39d5122090c81a,9905.89
0x406e4e822e0706acf2c958d00ff82452020c556b,9905.89
0x409a2b898b2c451b9f897f0649df0b349b6ecd21,9905.89
0x40aab38ce9a6f3a4dac7e2607a568e8c37521639,9905.89
0x40bd48f6c5de5077c71797b12d64ef99c453f835,9905.89
0x40c14554de239a5ce74f3e7acd73d07a6935aa93,9905.89
0x40d0369f42105ffa527ccca6ec06ce5ec1af9a29,19811.78
0x410134e309d6da5355f7f70af0360ee94c3e7c48,9905.89
0x410470cc8708d98ab91abf082c5b76ab346f085b,19811.78
0x4104e49c91432b939f37f3d7866a29522449e9ff,9905.89
0x41225847e1e44dda729e7c76be84d9a5a385e3d0,9905.89
0x4122ba243440e1e36126b424536f9ca83b4dc0b4,9905.89
0x4166b70be9ef1f06eb562e6aefa32d4650b716a8,19811.78
0x41aba6e90fa1ed734507672ee65144ac743bbe3d,39623.57
0x41af03b8d4cecaccb212aa446c56f4b702943034,9905.89
0x41bf17ff6ba0189f038a454717ed2005f4fc1599,9905.89
0x41d073fa5af25501ecb9768ac7be9971f0e00434,9905.89
0x41dc507c6bb911f2483cd553725676f572c6cdc8,9905.89
0x41e6732f0bbe183eaa772f75bcac2398d817b95f,9905.89
0x41f73a2595441c06124c5fb9f2b4f7a135d6570c,29717.68
0x420920013d8d9c3bfc891bf24b0bc25cbcb5f55a,9905.89
0x420c72375eb3571ff491904d7c7cda4870f904b2,9905.89
0x4220776526493169d482e09ec726cffdd5681a0a,9905.89
0x4259efbde098e67cb45a8e23ff8f9a4b155d6100,19811.78
0x425d5b3739208a63eac6e7603391b44d10acbc1b,29717.68
0x427ab516602f2fbd9a80a20225365c97795cfeb8,59435.36
0x42a149af798ff314c761b099e1e45a4ceeb7c24f,9905.89
0x42b3aef9a1b687abe30cda2333ee734284678881,9905.89
0x42c935d37fca261bb37f133c00b5ca7b84d86bcf,29717.68
0x42f1acfbbd6027b2b79bb560f18d571308e29037,299910.88
0x42ff9ed7d0a256c912515e5b4f0d7a5212a56b97,19811.78
0x430aaaae0522485710454b5eff8adf98aaba9f6e,9905.89
0x430d0381693a0ff4ba971ce94a95d3f69325d94b,19811.78
0x433463aaf776981b030cbf82cdfeaaf20b76cf95,9905.89
0x43392bfaba098308e91d21ca22afdcb1dde5532c,19811.78
0x433c8a73bec1273561e4e2201649de12f20b7d58,380873.49
0x43599d6c0b441ffdf00351f64b433ed5ecf26c9b,9905.89
0x4381c1d7edfade960936f90b04d8148a7cc28c8b,19811.78
0x43ba0ffd8a9128944e024edb1393c9c444db2f74,9905.89
0x43c4ba362bf2ba84771931a21001feb8f9146091,9905.89
0x43da1292fa3fc531d066072a60cf59e575ca839d,9905.89
0x43ec5640e18f7384761d8817aa55d38c9a03d855,9905.89
0x44013a46c1e1b5b70334a5a5dc1d5d09ca5cb163,9905.89
0x440f61120eddeb3004ef7a31311bd4db20c464f3,9905.89
0x442dde9e9db9ca4de943f63c4cb28a7530972da4,39623.57
0x445253767374f01609244c9dfb91511be4a58081,9905.89
0x4454862c754497b66c7edb051989b90eb050b771,9905.89
0x445b7536764f36cbdba720cb97492bdb39dd60dc,9905.89
0x445c901753b877e342c722bc8d553fec2aff99dd,9905.89
0x446d62cd72abed64c21c8cc2ec05a102332073ce,9905.89
0x4478d8e87a236c6056f764db3c237a67de6fdb84,19811.78
0x448bc8b5f99c45d6433698c8a11d589ae28af73d,39623.57
0x44e9ba5d23c9edab00c1065007dd2c449c82ab6b,69341.25
0x44fd2eb9b3d009e15170b5dd35c432b4f694023a,9905.89
0x455262ee78a20352a37463d293b367e2f33bba36,9905.89
0x45643fe996fc50d887a1ccf933f28bb93e4fd35f,9905.89
0x45789b51170bd969f261b05d09cd14c0cb62bb93,138682.51
0x4579caf0346bbbecc46dae4c6f719535f175b3cb,19811.78
0x45890194007456fea2555063248efb02d56804c3,29717.68
0x45b891a6b9f0380583313c90876bb864e0bc1d51,9905.89
0x45e9fe1fec0aa4fbba78a9a8b353b3c2e8dc2e4d,341249.91000000003
0x45f1e7eee9dc2dba7d85f2ec146632dc8db8ce85,9905.89
0x4634aaa8a8948de732eb298f6bff3176697f7cc6,9905.89
0x463eed4c7d66de5b1e1ae228a1a14e0ee7c65c0a,9905.89
0x4676f6132a50d6bc98d4dfd1578b41a030ac2d12,19811.78
0x468d906c2388405a8bc813a98c575ddb8475a8cb,19811.78
0x469adaf766fb35f1a3c2569fe8c57a50f4b39131,188211.98
0x46a84bc3c1cfb5c77916f059e28d41de928f24d0,9905.89
0x46b4d316792344d4f1f54d20c4ead3a8fd59f219,9905.89
0x46b6bb40f10f30cd748c737ee1b4b158169b1eb6,39623.57
0x46d1a4177344652f4664e38de1ce8bd1aba4588e,9905.89
0x46dcf83d0bc5faa197c76c7d51ff1ad70e87102e,9905.89
0x47006451b5c25d4096ce8b1de1023a0ff3700b3e,39623.57
0x4740010976a7f0dbc1a9b984bcea00d382b48365,9905.89
0x475545d483e132218a72273268654c3960c1f28c,1590935.38
0x475abc90c3cab0d1e0be8411e5df5ab5cef76017,9905.89
0x47a1bf3572ca9c5ebdf25a5c04b02008d967cd0e,344919.39
0x47a51e662e5a777cc969a0895a41f323d9b7749b,19811.78
0x47a88e435c8440d039e01efc3b8e697815cf1028,49529.47
0x47ae546b8499a6ef59c5f2018512f196350ffd32,9905.89
0x47f1e5040f43822baae8c61a37a579104474ce51,9905.89
0x4811cd9ebfd16e1772a15f1e29159bdef896bf87,9905.89
0x482404804651de9631f5fad965afd3f384ffdc84,306483.58
